geoname_id,locale_code,continent_code,continent_name,country_iso_code,country_name,subdivision_1_iso_code,subdivision_1_name,subdivision_2_iso_code,subdivision_2_name,city_name,metro_code,time_zone,is_in_european_union
109323,zh-Hant,AS,亞洲,SA,沙特阿拉伯,04,東部省,,,,,Asia/Riyadh,0
109353,zh-Hant,AS,亞洲,SA,沙特阿拉伯,01,利雅得省,,,,,Asia/Riyadh,0
109435,zh-Hant,AS,亞洲,SA,沙特阿拉伯,04,東部省,,,,,Asia/Riyadh,0
109470,zh-Hant,AS,亞洲,SA,沙特阿拉伯,12,,,,,,Asia/Riyadh,0
109571,zh-Hant,AS,亞洲,SA,沙特阿拉伯,04,東部省,,,,,Asia/Riyadh,0
109953,zh-Hant,AS,亞洲,SA,沙特阿拉伯,11,,,,巴哈,,Asia/Riyadh,0
110107,zh-Hant,AS,亞洲,SA,沙特阿拉伯,04,東部省,,,,,Asia/Riyadh,0
110314,zh-Hant,AS,亞洲,SA,沙特阿拉伯,01,利雅得省,,,,,Asia/Riyadh,0
110336,zh-Hant,AS,亞洲,SA,沙特阿拉伯,04,東部省,,,達曼,,Asia/Riyadh,0
110619,zh-Hant,AS,亞洲,SA,沙特阿拉伯,09,,,,,,Asia/Riyadh,0
110690,zh-Hant,AS,亞洲,SA,沙特阿拉伯,14,阿西爾省,,,艾卜哈,,Asia/Riyadh,0
110791,zh-Hant,AS,亞洲,IR,伊朗,23,,,,,,Asia/Tehran,0
111453,zh-Hant,AS,亞洲,IR,伊朗,19,,,,,,Asia/Tehran,0
111822,zh-Hant,AS,亞洲,IR,伊朗,21,,,,亞茲德,,Asia/Tehran,0
112931,zh-Hant,AS,亞洲,IR,伊朗,23,,,,德黑蘭,,Asia/Tehran,0
113646,zh-Hant,AS,亞洲,IR,伊朗,03,,,,大不里士,,Asia/Tehran,0
114930,zh-Hant,AS,亞洲,IR,伊朗,28,,,,,,Asia/Tehran,0
115019,zh-Hant,AS,亞洲,IR,伊朗,07,,,,,,Asia/Tehran,0
116996,zh-Hant,AS,亞洲,IR,伊朗,02,,,,薩裏市,,Asia/Tehran,0
117574,zh-Hant,AS,亞洲,IR,伊朗,12,,,,薩南達季,,Asia/Tehran,0
117656,zh-Hant,AS,亞洲,IR,伊朗,04,,,,,,Asia/Tehran,0
118063,zh-Hant,AS,亞洲,IR,伊朗,09,禮薩呼羅珊省,,,,,Asia/Tehran,0
118743,zh-Hant,AS,亞洲,IR,伊朗,01,,,,拉什特,,Asia/Tehran,0
119208,zh-Hant,AS,亞洲,IR,伊朗,25,,,,庫姆,,Asia/Tehran,0
121801,zh-Hant,AS,亞洲,IR,伊朗,04,,,,,,Asia/Tehran,0
121959,zh-Hant,AS,亞洲,IR,伊朗,02,,,,,,Asia/Tehran,0
122285,zh-Hant,AS,亞洲,IR,伊朗,09,禮薩呼羅珊省,,,,,Asia/Tehran,0
124544,zh-Hant,AS,亞洲,IR,伊朗,02,,,,,,Asia/Tehran,0
124665,zh-Hant,AS,亞洲,IR,伊朗,09,禮薩呼羅珊省,,,,,Asia/Tehran,0
124778,zh-Hant,AS,亞洲,IR,伊朗,12,,,,,,Asia/Tehran,0
125112,zh-Hant,AS,亞洲,IR,伊朗,03,,,,,,Asia/Tehran,0
125185,zh-Hant,AS,亞洲,IR,伊朗,13,,,,,,Asia/Tehran,0
125605,zh-Hant,AS,亞洲,IR,伊朗,15,洛雷斯坦省,,,,,Asia/Tehran,0
126584,zh-Hant,AS,亞洲,IR,伊朗,12,,,,,,Asia/Tehran,0
126878,zh-Hant,AS,亞洲,IR,伊朗,17,,,,,,Asia/Tehran,0
126914,zh-Hant,AS,亞洲,IR,伊朗,22,,,,,,Asia/Tehran,0
126972,zh-Hant,AS,亞洲,IR,伊朗,04,,,,,,Asia/Tehran,0
127082,zh-Hant,AS,亞洲,IR,伊朗,06,,,,,,Asia/Tehran,0
127382,zh-Hant,AS,亞洲,IR,伊朗,07,,,,,,Asia/Tehran,0
128222,zh-Hant,AS,亞洲,IR,伊朗,05,克爾曼沙汗省,,,,,Asia/Tehran,0
128226,zh-Hant,AS,亞洲,IR,伊朗,05,克爾曼沙汗省,,,克爾曼沙赫,,Asia/Tehran,0
128747,zh-Hant,AS,亞洲,IR,伊朗,30,厄爾布爾士省,,,卡拉季,,Asia/Tehran,0
130758,zh-Hant,AS,亞洲,IR,伊朗,,,,,,,Asia/Tehran,0
130801,zh-Hant,AS,亞洲,IR,伊朗,16,伊拉姆省,,,,,Asia/Tehran,0
131222,zh-Hant,AS,亞洲,IR,伊朗,22,,,,,,Asia/Tehran,0
132142,zh-Hant,AS,亞洲,IR,伊朗,13,,,,,,Asia/Tehran,0
132144,zh-Hant,AS,亞洲,IR,伊朗,13,,,,,,Asia/Tehran,0
132892,zh-Hant,AS,亞洲,IR,伊朗,27,戈勒斯坦省,,,,,Asia/Tehran,0
133349,zh-Hant,AS,亞洲,IR,伊朗,01,,,,,,Asia/Tehran,0
133352,zh-Hant,AS,亞洲,IR,伊朗,15,洛雷斯坦省,,,,,Asia/Tehran,0
134762,zh-Hant,AS,亞洲,IR,伊朗,14,,,,,,Asia/Tehran,0
134766,zh-Hant,AS,亞洲,IR,伊朗,07,,,,,,Asia/Tehran,0
139677,zh-Hant,AS,亞洲,IR,伊朗,14,,,,,,Asia/Tehran,0
139817,zh-Hant,AS,亞洲,IR,伊朗,18,,,,,,Asia/Tehran,0
140463,zh-Hant,AS,亞洲,IR,伊朗,29,,,,,,Asia/Tehran,0
142363,zh-Hant,AS,亞洲,IR,伊朗,02,,,,,,Asia/Tehran,0
142550,zh-Hant,AS,亞洲,IR,伊朗,04,,,,,,Asia/Tehran,0
143127,zh-Hant,AS,亞洲,IR,伊朗,00,中央省,,,,,Asia/Tehran,0
144448,zh-Hant,AS,亞洲,IR,伊朗,06,,,,阿瓦士,,Asia/Tehran,0
145531,zh-Hant,AF,非洲,AO,安哥拉,LSU,,,,,,Africa/Luanda,0
145701,zh-Hant,AF,非洲,AO,安哥拉,LSU,,,,,,Africa/Luanda,0
145702,zh-Hant,AF,非洲,AO,安哥拉,LNO,,,,,,Africa/Luanda,0
145724,zh-Hant,AF,非洲,AO,安哥拉,LNO,,,,,,Africa/Luanda,0
145963,zh-Hant,EU,歐洲,CY,塞浦路斯,02,利馬索爾區,,,,,Asia/Nicosia,1
145964,zh-Hant,EU,歐洲,CY,塞浦路斯,01,尼科西亞區,,,,,Asia/Nicosia,1
146054,zh-Hant,EU,歐洲,CY,塞浦路斯,01,尼科西亞區,,,,,Asia/Nicosia,1
146069,zh-Hant,EU,歐洲,CY,塞浦路斯,02,利馬索爾區,,,,,Asia/Nicosia,1
146137,zh-Hant,EU,歐洲,CY,塞浦路斯,05,帕福斯區,,,,,Asia/Nicosia,1
146150,zh-Hant,EU,歐洲,CY,塞浦路斯,02,利馬索爾區,,,,,Asia/Nicosia,1
146175,zh-Hant,EU,歐洲,CY,塞浦路斯,05,帕福斯區,,,,,Asia/Nicosia,1
146209,zh-Hant,EU,歐洲,CY,塞浦路斯,04,法馬古斯塔區,,,,,Asia/Famagusta,1
146213,zh-Hant,EU,歐洲,CY,塞浦路斯,05,帕福斯區,,,,,Asia/Nicosia,1
146214,zh-Hant,EU,歐洲,CY,塞浦路斯,05,帕福斯區,,,,,Asia/Nicosia,1
146267,zh-Hant,EU,歐洲,CY,塞浦路斯,01,尼科西亞區,,,,,Asia/Nicosia,1
146268,zh-Hant,EU,歐洲,CY,塞浦路斯,01,尼科西亞區,,,尼科西亞,,Asia/Nicosia,1
146286,zh-Hant,EU,歐洲,CY,塞浦路斯,01,尼科西亞區,,,,,Asia/Nicosia,1
146383,zh-Hant,EU,歐洲,CY,塞浦路斯,02,利馬索爾區,,,,,Asia/Nicosia,1
146384,zh-Hant,EU,歐洲,CY,塞浦路斯,02,利馬索爾區,,,利馬索爾,,Asia/Nicosia,1
146395,zh-Hant,EU,歐洲,CY,塞浦路斯,01,尼科西亞區,,,,,Asia/Nicosia,1
146398,zh-Hant,EU,歐洲,CY,塞浦路斯,03,拉納卡區,,,,,Asia/Nicosia,1
146400,zh-Hant,EU,歐洲,CY,塞浦路斯,03,拉納卡區,,,拉納卡,,Asia/Nicosia,1
146403,zh-Hant,EU,歐洲,CY,塞浦路斯,06,凱里尼亞區,,,,,Asia/Famagusta,1
146411,zh-Hant,EU,歐洲,CY,塞浦路斯,06,凱里尼亞區,,,,,Asia/Famagusta,1
146412,zh-Hant,EU,歐洲,CY,塞浦路斯,06,凱里尼亞區,,,凱里尼亞,,Asia/Famagusta,1
146445,zh-Hant,EU,歐洲,CY,塞浦路斯,03,拉納卡區,,,,,Asia/Nicosia,1
146516,zh-Hant,EU,歐洲,CY,塞浦路斯,02,利馬索爾區,,,,,Asia/Nicosia,1
146523,zh-Hant,EU,歐洲,CY,塞浦路斯,01,尼科西亞區,,,,,Asia/Nicosia,1
146600,zh-Hant,EU,歐洲,CY,塞浦路斯,01,尼科西亞區,,,,,Asia/Nicosia,1
146615,zh-Hant,EU,歐洲,CY,塞浦路斯,04,法馬古斯塔區,,,,,Asia/Famagusta,1
146617,zh-Hant,EU,歐洲,CY,塞浦路斯,04,法馬古斯塔區,,,法馬古斯塔,,Asia/Famagusta,1
146619,zh-Hant,EU,歐洲,CY,塞浦路斯,01,尼科西亞區,,,,,Asia/Nicosia,1
146638,zh-Hant,EU,歐洲,CY,塞浦路斯,04,法馬古斯塔區,,,,,Asia/Famagusta,1
146661,zh-Hant,EU,歐洲,CY,塞浦路斯,04,法馬古斯塔區,,,,,Asia/Famagusta,1
146669,zh-Hant,EU,歐洲,CY,塞浦路斯,,,,,,,Asia/Nicosia,1
146692,zh-Hant,EU,歐洲,CY,塞浦路斯,03,拉納卡區,,,,,Asia/Nicosia,1
146748,zh-Hant,EU,歐洲,CY,塞浦路斯,04,法馬古斯塔區,,,,,Asia/Famagusta,1
146796,zh-Hant,EU,歐洲,CY,塞浦路斯,03,拉納卡區,,,,,Asia/Nicosia,1
146879,zh-Hant,AS,亞洲,AZ,阿塞拜疆,BEY,,,,,,Asia/Baku,0
146970,zh-Hant,AS,亞洲,AZ,阿塞拜疆,XA,,,,,,Asia/Baku,0
147269,zh-Hant,AS,亞洲,AZ,阿塞拜疆,SAL,,,,,,Asia/Baku,0
147288,zh-Hant,AS,亞洲,AZ,阿塞拜疆,SAT,,,,,,Asia/Baku,0
147310,zh-Hant,AS,亞洲,AZ,阿塞拜疆,BIL,,,,,,Asia/Baku,0
147425,zh-Hant,AS,亞洲,AZ,阿塞拜疆,NEF,,,,,,Asia/Baku,0
147429,zh-Hant,AS,亞洲,AZ,阿塞拜疆,NX,納希切萬自治共和國,BAB,,,,Asia/Baku,0
147551,zh-Hant,AS,亞洲,AZ,阿塞拜疆,MAS,,,,,,Asia/Baku,0
147611,zh-Hant,AS,亞洲,AZ,阿塞拜疆,LER,列裏克區,,,,,Asia/Baku,0
147622,zh-Hant,AS,亞洲,AZ,阿塞拜疆,LAN,,,,,,Asia/Baku,0
148140,zh-Hant,AS,亞洲,AZ,阿塞拜疆,CAB,,,,,,Asia/Baku,0
148155,zh-Hant,AS,亞洲,AZ,阿塞拜疆,CAL,,,,,,Asia/Baku,0
148442,zh-Hant,AS,亞洲,AZ,阿塞拜疆,AST,,,,,,Asia/Baku,0
148445,zh-Hant,AS,亞洲,AZ,阿塞拜疆,AST,,,,阿斯塔拉,,Asia/Baku,0
148449,zh-Hant,AS,亞洲,AZ,阿塞拜疆,XCI,,,,,,Asia/Baku,0
148615,zh-Hant,AS,亞洲,AZ,阿塞拜疆,AGC,,,,,,Asia/Baku,0
148617,zh-Hant,AS,亞洲,AZ,阿塞拜疆,AGM,,,,,,Asia/Baku,0
